!------------------------------------!
Yao et al. (2019)
A^+ = 12, T^+ = 100
Pure temporal spanwise oscillations
Channel flow, nominal Re_tau = 200
!------------------------------------!

y^+,                 w_RMS^+ (unforced shear velocity scaling)
0.11996663540344422, 0.027090641745097344
0.14373836410846064, 0.03559521723947068
0.17322205686745612, 0.040104846811575
0.20425024582840914, 0.046547174771723654
0.23851330391891074, 0.052989502731873195
0.30391141688521,    0.06394146026412617
0.397701479867726,   0.08262421134855824
0.4804409803021378,  0.10066272963697509
0.5989676331938276,  0.12063394631343716
0.6637845096851213,  0.13220300458643264
0.7593629961832077,  0.14831224188487813
0.8687038512632279,  0.16811625838021493
0.993788721589871,   0.18806806604342752
1.1368845915936556,  0.21097569706415253
1.2974077065297303,  0.23454838834031833
1.4878563882542617,  0.26462389100301253
1.7020931769122416,  0.29506887158539596
1.9471779707787977,  0.3269917638465354
2.200477056130122,   0.36054035895430747
2.4867266101097227,  0.39527128340508444
2.8547482884988806,  0.4309100678870976
3.214856227989457,   0.47072688522604
3.567024342112231,   0.5044150608812501
3.957770349555713,   0.5391870384342148
4.391320225907645,   0.5745234961422601
4.842660971853047,   0.6082568302098765
5.340390607351237,   0.6421933771333221
5.889276991482682,   0.6765363497684256
6.494578024810412,   0.711895386682674
7.155838504185562,   0.743973987495683
8.09377437064097,    0.7864745047719226
8.925654072878768,   0.8224431802536583
9.903405654673076,   0.8580054300237359
11.05565928214354,   0.8953965954962746
12.341976732536613,  0.9311620581221811
13.77795622849022,   0.9656630852007071
15.570264770934996,  1.0010672805273622
17.812230829899516,  1.035945996146015
20.377018105040868,  1.0655042297211443
23.311109698633196,  1.0884118607418698
26.667681825697635,  1.1055556362154446
30.507567556869358,  1.116787764973994
34.90035933082456,   1.1224038293532685
39.92567021772964,   1.1218126646817659
45.67457679230836,   1.1150142709594861
52.25126976653931,   1.1014174835149266
59.77494229734011,   1.0808745111802116
68.38195019211669,   1.0524986069480873
77.75140385454104,   1.017812019847673
86.79771986503809,   0.9809492078002897
95.13530490606608,   0.9462578702694795
103.63812622948083,  0.9104924076435728
112.21265303108247,  0.8739915080156184
120.75595272308665,  0.8368712930175182
129.15752288955085,  0.8007806898222851
138.14363054398376,  0.7637146649190729
147.75494475991235,  0.7263234994465342
158.03496415315206,  0.6905580368206277
171.110027211711,    0.6547925741947209
187.54645440667107,  0.6251234972436848


