!------------------------------------!
Yao et al. (2019)
A^+ = 12, T^+ = 100
Pure temporal spanwise oscillations
Channel flow, nominal Re_tau = 200
!------------------------------------!

y^+,                 u_RMS^+ (unforced shear velocity scaling)
0.12494452862719523, 0.017416604512432432
0.1502911084368136,  0.025145041717942185
0.18077694094534894, 0.028900421888240935
0.2174471639680347,  0.03326704160241789
0.26155586476062603, 0.037633661316594846
0.3146133269542891,  0.043222760118529546
0.3784400020184195,  0.0533961554995539
0.4552128722427691,  0.06204145202088185
0.5475671204294299,  0.0740485660335426
0.6586583325250873,  0.0860556800462029
0.7922984983148446,  0.1017302313221351
0.9530720034381547,  0.1226003187210365
1.146476123336217,   0.1449985049796343
1.379148718274938,   0.17167536804538264
1.6590856791891055,  0.20568710563767478
1.995868201480804,   0.24306066072130017
2.40110892479518,    0.2911309078228017
2.8886908858468807,  0.3450079305911502
3.47545444133256,    0.4123322233248303
4.111838327680942,   0.48290846548279953
4.743846274765673,   0.5579169362764587
5.381799437490036,   0.6288752269434283
6.003971648090769,   0.7032873943840059
6.64200269141132,    0.7744938334755913
7.348181805873709,   0.858587239617286
8.061367302582594,   0.9386424673645157
8.76988755084213,    1.0200384247034147
9.46075897776408,    1.0965557492750162
10.120585465172393,  1.1688668045775867
10.826530215124645,  1.2436992229986568
11.581788045434713,  1.3202125501653934
12.389732597982697,  1.3967258773321298
13.25412062430544,   1.4749201132445326
14.178726955833213,  1.5514334404112693
15.167647600800146,  1.6245849500866731
16.362579987608765,  1.7021108199056743
17.95097578169514,   1.7868725921407702
20.02672671360233,   1.8680884378376157
23.299073925821194,  1.9358333406260348
28.026086394887905,  1.948451694182574
33.422111019911746,  1.8937380145760134
38.53788646916818,   1.8170124537638457
43.33154470085769,   1.7397466151313026
48.314484959688116,  1.6640776445659577
53.42046891777397,   1.5901656286150176
59.06582317107073,   1.5151330068336333
65.30723136161862,   1.4378591733913604
72.20889946467072,   1.3633868545251984
79.839609230677,     1.287793929828592
88.27814238872715,   1.216683428453762
98.43000586851552,   1.141734847350846
110.67256670734174,  1.0620677105102079
123.39849579599186,  0.984317614831181
136.43785326218227,  0.9070437813889081
150.8532112020413,   0.8264081304553024
166.79162553399203,  0.7457724795216971
184.4241997304233,   0.6802650072990888


