              yp,          delta_y,             gr_y,            AR_xy
        1.725266,         0.008035,         0.969434,         6.533766
        1.733060,         0.007795,         0.970061,         6.735418
        1.740626,         0.007566,         0.970688,         6.938810
        1.747975,         0.007349,         0.971313,         7.143744
        1.755118,         0.007143,         0.971936,         7.350015
        1.762065,         0.006947,         0.972556,         7.557421
        1.768826,         0.006760,         0.973172,         7.765757
        1.775409,         0.006583,         0.973785,         7.974817
        1.781823,         0.006415,         0.974393,         8.184396
        1.788078,         0.006254,         0.974996,         8.394285
        1.794179,         0.006102,         0.975594,         8.604279
        1.800136,         0.005956,         0.976187,         8.814169
        1.805954,         0.005818,         0.976775,         9.023748
        1.811640,         0.005686,         0.977357,         9.232811
        1.817201,         0.005561,         0.977933,         9.441149
        1.822642,         0.005441,         0.978504,         9.648559
        1.827969,         0.005327,         0.979069,         9.854834
        1.833188,         0.005219,         0.979628,        10.059772
        1.838303,         0.005115,         0.980182,        10.263170
        1.843320,         0.005017,         0.980730,        10.464827
        1.848243,         0.004923,         0.981273,        10.664545
        1.853076,         0.004833,         0.981810,        10.862126
        1.857824,         0.004748,         0.982342,        11.057376
        1.862491,         0.004667,         0.982869,        11.250101
        1.867080,         0.004589,         0.983391,        11.440111
        1.871595,         0.004515,         0.983908,        11.627219
        1.876040,         0.004445,         0.984420,        11.811241
        1.880418,         0.004378,         0.984927,        11.991993
        1.884732,         0.004314,         0.985430,        12.169300
        1.888986,         0.004253,         0.985928,        12.342984
        1.893181,         0.004196,         0.986423,        12.512875
        1.897322,         0.004141,         0.986913,        12.678805
        1.901411,         0.004089,         0.987399,        12.840611
        1.905450,         0.004039,         0.987881,        12.998132
        1.909442,         0.003992,         0.988360,        13.151213
        1.913389,         0.003947,         0.988835,        13.299704
        1.917294,         0.003905,         0.989307,        13.443457
        1.921160,         0.003865,         0.989775,        13.582331
        1.924987,         0.003828,         0.990241,        13.716188
        1.928779,         0.003792,         0.990704,        13.844897
        1.932538,         0.003759,         0.991163,        13.968330
        1.936265,         0.003727,         0.991621,        14.086367
        1.939962,         0.003697,         0.992075,        14.198889
        1.943632,         0.003670,         0.992528,        14.305786
        1.947276,         0.003644,         0.992978,        14.406954
        1.950896,         0.003620,         0.993426,        14.502290
        1.954494,         0.003598,         0.993872,        14.591703
        1.958072,         0.003577,         0.994317,        14.675103
        1.961631,         0.003559,         0.994760,        14.752409
        1.965172,         0.003542,         0.995201,        14.823543
        1.968698,         0.003526,         0.995641,        14.888436
        1.972211,         0.003512,         0.996080,        14.947023
        1.975711,         0.003500,         0.996518,        14.999248
        1.979201,         0.003490,         0.996955,        15.045057
        1.982681,         0.003480,         0.997391,        15.084407
        1.986154,         0.003473,         0.997827,        15.117258
        1.989621,         0.003467,         0.998262,        15.143578
        1.993083,         0.003462,         0.998697,        15.163340
        1.996542,         0.003459,         0.999131,        15.176526
        2.000000,         0.003458,         0.999566,        15.183122
