 mean[u],mean[v],mean[w],var[u],var[v],var[w],skew[u],skew[v],skew[w],kurt[u],kurt[v],kurt[w],<u'v'>,<u'w'>,<v'w'>,mean[p],var[p],mean[phi],var[phi],<u'phi'>,<v'phi'>,<w'phi'>
  0.35960703080883027      ,  -9.6222942808088519E-019 ,  -1.1789826422339508E-003 ,   1.1301404775057033E-002 ,   1.4239677169469847E-004 ,   1.2951172421755402E-003 ,   2.1790223955264927E-004 ,  -4.1531184132436464E-007 ,  -1.7560642372163261E-006 ,   2.8299354524154873E-004 ,   1.4724780639395088E-007 ,   6.5872977170675141E-006 ,  -6.3084046319327705E-004 ,   4.2397044734890046E-004 ,   3.1448537122395887E-006 ,  -6.3296806910842236E-003 ,   9.4525603071446318E-006 ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.40692797344430215      ,   1.2671612890924333E-018 ,  -1.4299322654802984E-003 ,   1.2348851593464133E-002 ,   2.2452210699218530E-004 ,   1.5068081768429763E-003 ,   2.9835058738082731E-005 ,  -9.9815770259120900E-007 ,  -1.7144748424429917E-006 ,   3.2254775932949952E-004 ,   3.3313467628496130E-007 ,   8.4431331142895804E-006 ,  -8.2360865687440023E-004 ,   5.8187943895451769E-004 ,   7.0670631524773139E-006 ,  -6.4100532131814211E-003 ,   1.0010677419453595E-005 ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.44602968606662996      ,  -1.3145951341386741E-018 ,  -1.5467853220615172E-003 ,   1.2678132916879886E-002 ,   3.1539938310311743E-004 ,   1.6774844118916440E-003 ,  -1.4750291729286741E-004 ,  -1.8076921700297294E-006 ,  -1.5544915122548627E-006 ,   3.3829874795880243E-004 ,   5.9283712812807092E-007 ,   9.9245620056303661E-006 ,  -9.7574615250674431E-004 ,   6.8991217161156967E-004 ,   1.3125893672101697E-005 ,  -6.5027814695355806E-003 ,   1.0556518276103856E-005 ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.47838349960740306      ,   8.1315162936412833E-019 ,  -1.4645613373640680E-003 ,   1.2523854249385152E-002 ,   4.1985618814868318E-004 ,   1.8056326468351084E-003 ,  -2.7745454094664501E-004 ,  -2.7787223317254515E-006 ,  -5.4490867825502468E-007 ,   3.3674465182262066E-004 ,   9.5018186413460909E-007 ,   1.0987672329769218E-005 ,  -1.0998765489032081E-003 ,   7.0062197795792136E-004 ,   2.0546901452292759E-005 ,  -6.6055781392480454E-003 ,   1.1044353362125562E-005 ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.50536751009002301      ,  -1.0028870095490916E-018 ,  -1.1851349120957999E-003 ,   1.2064708927924050E-002 ,   5.2618964719218812E-004 ,   1.9006338693009417E-003 ,  -3.5452676880574907E-004 ,  -3.6402437235845266E-006 ,   1.6657462287910716E-006 ,   3.2275994576730143E-004 ,   1.3570599340530459E-006 ,   1.1830613277113865E-005 ,  -1.1873196932055956E-003 ,   5.9892867964661273E-004 ,   2.8057693414349624E-005 ,  -6.7135405087895440E-003 ,   1.1571256866237869E-005 ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.52813033700938172      ,   1.5449880957918438E-018 ,  -7.6718232312328577E-004 ,   1.1424584897561707E-002 ,   6.3691641420568653E-004 ,   1.9693137302271039E-003 ,  -3.8912283389889654E-004 ,  -4.2646723631067692E-006 ,   4.4004375037659469E-006 ,   3.0015646015423090E-004 ,   1.8270487010923058E-006 ,   1.2582099641670585E-005 ,  -1.2541555243863679E-003 ,   4.0517225885874128E-004 ,   3.4915646065793746E-005 ,  -6.8228582726141008E-003 ,   1.1891972140295799E-005 ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.54756692513571970      ,  -8.2670415652019713E-019 ,  -2.7424173433248126E-004 ,   1.0681089749013273E-002 ,   7.4272376954964399E-004 ,   2.0159240761043746E-003 ,  -3.9428657887141672E-004 ,  -4.4226195063599331E-006 ,   6.5227050618572912E-006 ,   2.7189777404958843E-004 ,   2.3056761024289660E-006 ,   1.3209051109156910E-005 ,  -1.2967492610188756E-003 ,   1.5016570321232370E-004 ,   4.0772958209838646E-005 ,  -6.9299809961036523E-003 ,   1.2214620457760279E-005 ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.56442875223071620      ,  -5.0144350477454580E-019 ,   2.6025570908511520E-004 ,   9.8902497961732005E-003 ,   8.4537270383348146E-004 ,   2.0457308111276186E-003 ,  -3.8101555035381998E-004 ,  -4.0906205452764628E-006 ,   6.9251199545731103E-006 ,   2.4124632685953691E-004 ,   2.8111192911373170E-006 ,   1.3670603947863174E-005 ,  -1.3243243132499720E-003 ,  -1.4689580513983184E-004 ,   4.5060083009142263E-005 ,  -7.0315004889405621E-003 ,   1.2296185682047929E-005 ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.57939248517106456      ,  -1.6398557858843255E-018 ,   8.1022248138662271E-004 ,   9.0882946653487728E-003 ,   9.3803414806869188E-004 ,   2.0633984832813361E-003 ,  -3.5988150700664093E-004 ,  -3.1564873918498479E-006 ,   4.9421964091057960E-006 ,   2.1142236506198841E-004 ,   3.2941729612705061E-006 ,   1.3893830320922333E-005 ,  -1.3328181603894497E-003 ,  -4.6943681703206196E-004 ,   4.6305289544471757E-005 ,  -7.1251831064697508E-003 ,   1.2361784158249238E-005 ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.59305475224596238      ,   7.8604657505199071E-019 ,   1.3273802117996746E-003 ,   8.3144255555077651E-003 ,   1.0206381878377633E-003 ,   2.0735892693982808E-003 ,  -3.3811945640169205E-004 ,  -1.6893789841551206E-006 ,   1.3829639486973201E-006 ,   1.8426417552510005E-004 ,   3.7453135797356839E-006 ,   1.3907477768134475E-005 ,  -1.3295030796454858E-003 ,  -7.8720914264504907E-004 ,   4.3753419457202004E-005 ,  -7.2069134950514891E-003 ,   1.2211032231252737E-005 ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
