 mean[omega_x],mean[omega_y],mean[omega_z],dU/dy
  -6.6454268732558233E-002 ,   1.7781555892405783E-025 ,   1.4979106949576846      ,  -1.4979106949576846     
  -6.6389486567882239E-002 ,   3.5236570605778894E-019 ,   1.4980280931295133      ,  -1.4980280931295136     
  -6.6201976902564602E-002 ,  -4.6620693416876691E-018 ,   1.4975562493785468      ,  -1.4975562493785473     
  -6.5894092529846612E-002 ,   4.8789097761847700E-018 ,   1.4961602116353909      ,  -1.4961602116353903     
  -6.5471198298533012E-002 ,  -2.1684043449710089E-019 ,   1.4932156416722151      ,  -1.4932156416722140     
  -6.4939421082475524E-002 ,   4.8789097761847700E-018 ,   1.4882411424177235      ,  -1.4882411424177233     
  -6.4306110430144225E-002 ,  -1.5287250632045613E-017 ,   1.4807590831323565      ,  -1.4807590831323572     
  -6.3578489107794081E-002 ,  -2.6020852139652106E-018 ,   1.4703769882411457      ,  -1.4703769882411462     
  -6.2762403721914189E-002 ,   2.1900883884207190E-017 ,   1.4567860272534887      ,  -1.4567860272534885     
  -6.1861100290566580E-002 ,   3.4694469519536142E-018 ,   1.4397841736662618      ,  -1.4397841736662613     
  -6.0874460862958793E-002 ,  -9.5409791178724390E-018 ,   1.4192842048068568      ,  -1.4192842048068581     
  -5.9798693077420591E-002 ,  -1.5178830414797062E-018 ,   1.3953170483038684      ,  -1.3953170483038688     
  -5.8626546298472838E-002 ,   6.9388939039072284E-018 ,   1.3680280507586291      ,  -1.3680280507586300     
  -5.7347893635803365E-002 ,   8.6736173798840355E-019 ,   1.3376646982299645      ,  -1.3376646982299638     
  -5.5950611116830667E-002 ,   2.6020852139652106E-018 ,   1.3045598153987421      ,  -1.3045598153987434     
  -5.4421542936596595E-002 ,  -1.3010426069826053E-018 ,   1.2691094505715486      ,  -1.2691094505715481     
  -5.2747471268024995E-002 ,  -2.5587171270657905E-017 ,   1.2317498110452418      ,  -1.2317498110452418     
  -5.0915968267088448E-002 ,  -1.3444106938820255E-017 ,   1.1929336639560404      ,  -1.1929336639560415     
  -4.8916125415714856E-002 ,  -7.3725747729014302E-018 ,   1.1531094712597627      ,  -1.1531094712597627     
  -4.6739147977856915E-002 ,  -2.3852447794681098E-017 ,   1.1127036926009626      ,  -1.1127036926009635     
  -4.4378858420663560E-002 ,   5.4210108624275222E-018 ,   1.0721078337564385      ,  -1.0721078337564376     
  -4.1832124491666824E-002 ,   3.0357660829594124E-017 ,   1.0316699405272411      ,  -1.0316699405272405     
  -3.9099225217198462E-002 ,   2.1250362580715887E-017 ,  0.99169061535958769      , -0.99169061535958769     
  -3.6184131568656457E-002 ,  -3.7730235602495554E-017 ,  0.95242259678853158      , -0.95242259678853214     
  -3.3094669900688059E-002 ,   4.0549161250957866E-017 ,  0.91407317198150273      , -0.91407317198150240     
  -2.9842528879860324E-002 ,   7.1557343384043293E-018 ,  0.87680831790327596      , -0.87680831790327618     
  -2.6443087379772037E-002 ,   5.5727991665754928E-017 ,  0.84075775824940779      , -0.84075775824940691     
  -2.2915060709598995E-002 ,  -7.5894152073985310E-018 ,  0.80602013860773658      , -0.80602013860773580     
  -1.9279987620515155E-002 ,  -3.2959746043559335E-017 ,  0.77266783403345207      , -0.77266783403345185     
  -1.5561597201497359E-002 ,  -2.6020852139652106E-017 ,  0.74075105057269575      , -0.74075105057269575     
  -1.1785104059219819E-002 ,   1.4853569763051411E-017 ,  0.71030112129495793      , -0.71030112129495859     
  -7.9764793429425752E-003 ,  -1.2793585635328952E-017 ,  0.68133301650839395      , -0.68133301650839384     
  -4.1617388285997581E-003 ,   3.8109706362865481E-017 ,  0.65384720865472079      , -0.65384720865472046     
  -3.6627955480072333E-004 ,   4.3097036356298801E-018 ,  0.62783106893754381      , -0.62783106893754337     
   3.3857128893158214E-003 ,  -3.9763114675905875E-017 ,  0.60325999048087042      , -0.60325999048087009     
   7.0717723065914350E-003 ,  -5.8492707205592964E-017 ,  0.58009840435175386      , -0.58009840435175408     
   1.0671566690773663E-002 ,  -5.0035930260206030E-017 ,  0.55830081812512511      , -0.55830081812512511     
   1.4167215592706455E-002 ,  -1.6263032587282567E-019 ,  0.53781295603002766      , -0.53781295603002732     
   1.7543508674204497E-002 ,  -1.3227266504323154E-017 ,  0.51857303523559817      , -0.51857303523559806     
   2.0788026509984205E-002 ,  -3.2526065174565133E-018 ,  0.50051317294889008      , -0.50051317294889042     
   2.3891166960808879E-002 ,   1.8214596497756474E-017 ,  0.48356089171262751      , -0.48356089171262723     
   2.6846082665871181E-002 ,  -6.0715321659188248E-018 ,  0.46764067299455914      , -0.46764067299455941     
   2.9648537251123493E-002 ,   3.7730235602495554E-017 ,  0.45267550294491704      , -0.45267550294491693     
   3.2296689555499088E-002 ,   5.4210108624275222E-018 ,  0.43858835552472436      , -0.43858835552472425     
   3.4790816383292858E-002 ,  -4.3368086899420177E-018 ,  0.42530356549252191      , -0.42530356549252202     
   3.7132984996788486E-002 ,   1.3444106938820255E-017 ,  0.41274805386822894      , -0.41274805386822905     
   3.9326686914071277E-002 ,   1.3877787807814457E-017 ,  0.40085237974932286      , -0.40085237974932264     
   4.1376444853285337E-002 ,  -1.0842021724855044E-017 ,  0.38955160287276441      , -0.38955160287276447     
   4.3287405173791663E-002 ,  -1.0842021724855044E-017 ,  0.37878595030460127      , -0.37878595030460138     
   4.5064929125634118E-002 ,  -3.4694469519536142E-017 ,  0.36850128759239331      , -0.36850128759239342     
   4.6714197637837185E-002 ,  -3.0357660829594124E-017 ,  0.35864939979040145      , -0.35864939979040150     
   4.8239845986467425E-002 ,   4.3368086899420177E-018 ,  0.34918809129122752      , -0.34918809129122769     
   4.9645645957132015E-002 ,  -4.1633363423443370E-017 ,  0.34008111592343360      , -0.34008111592343354     
   5.0934253362941058E-002 ,  -2.8622937353617317E-017 ,  0.33129795081910790      , -0.33129795081910790     
   5.2107037301966974E-002 ,  -6.0715321659188248E-018 ,  0.32281342961775572      , -0.32281342961775583     
   5.3164003832235338E-002 ,  -1.5612511283791264E-017 ,  0.31460725302089754      , -0.31460725302089754     
   5.4103820687357113E-002 ,   4.3368086899420177E-018 ,  0.30666339776515361      , -0.30666339776515350     
   5.4923941660963371E-002 ,   6.0715321659188248E-018 ,  0.29896944872754722      , -0.29896944872754722     
