 mean[omega_x],mean[omega_y],mean[omega_z],dU/dy
   4.6053709956100598E-003 ,  -1.7347234759768071E-018 ,   5.9743169022774878E-002 ,  0.12700019313366176     
   5.1221289720659400E-003 ,   1.2143064331837650E-017 ,   5.8606876982334695E-002 ,  0.12580711384552551     
   5.6960709780181588E-003 ,   3.4694469519536142E-018 ,   5.7403505807528274E-002 ,  0.12460686291014569     
   6.3161763776487662E-003 ,   2.2551405187698492E-017 ,   5.6143582359118510E-002 ,  0.12341982796967260     
   6.9710970283566043E-003 ,   3.1225022567582528E-017 ,   5.4837904551630290E-002 ,  0.12224147747780575     
   7.6493841237443641E-003 ,   0.0000000000000000      ,   5.3496825532708042E-002 ,  0.12107344632781399     
   8.3396818734144812E-003 ,   4.3368086899420177E-017 ,   5.2129668387020496E-002 ,  0.11995102915185449     
   9.0309000601369316E-003 ,  -1.9081958235744878E-017 ,   5.0744301817839406E-002 ,  0.11886055814954337     
   9.7123825778092400E-003 ,   8.6736173798840355E-018 ,   4.9346886951891156E-002 ,  0.11781096874513133     
   1.0374089247825648E-002 ,  -1.2143064331837650E-017 ,   4.7941788165713393E-002 ,  0.11680705889010609     
   1.1006803721423080E-002 ,   3.4694469519536142E-017 ,   4.6531628154106039E-002 ,  0.11584632565567696     
   1.1602372126928207E-002 ,  -2.4286128663675299E-017 ,   4.5117459822927544E-002 ,  0.11492009940056168     
   1.2153966921257127E-002 ,  -3.4694469519536142E-018 ,   4.3699024593446212E-002 ,  0.11400389456002011     
   1.2656360034890467E-002 ,   3.1225022567582528E-017 ,   4.2275067351043624E-002 ,  0.11310708811006695     
   1.3106180708130381E-002 ,   0.0000000000000000      ,   4.0843681242442233E-002 ,  0.11220493869562911     
   1.3502127957492251E-002 ,  -1.7347234759768071E-018 ,   3.9402659489220775E-002 ,  0.11131541301040834     
   1.3845106435007366E-002 ,  -8.6736173798840355E-018 ,   3.7949835263643296E-002 ,  0.11042510609243152     
   1.4138257954420592E-002 ,  -2.2551405187698492E-017 ,   3.6483393841600487E-002 ,  0.10953047351802919     
   1.4386868850476754E-002 ,   8.6736173798840355E-018 ,   3.5002143604903703E-002 ,  0.10862323613807953     
   1.4598144627450203E-002 ,   8.6736173798840355E-018 ,   3.3505734354453406E-002 ,  0.10770283745491996     
   1.4780856527907121E-002 ,   6.9388939039072284E-018 ,   3.1994813406990300E-002 ,  0.10679377299024648     
   1.4944877921079059E-002 ,  -3.1225022567582528E-017 ,   3.0471112684005631E-002 ,  0.10589369096663989     
   1.5100640007751662E-002 ,  -1.0408340855860843E-017 ,   2.8937463862243478E-002 ,  0.10502729220551502     
   1.5258544812794872E-002 ,   0.0000000000000000      ,   2.7397743686312620E-002 ,  0.10418227117071714     
   1.5428377845340072E-002 ,   1.0408340855860843E-017 ,   2.5856757357398147E-002 ,  0.10336167465815507     
   1.5618762802897791E-002 ,   6.9388939039072284E-018 ,   2.4320073705185220E-002 ,  0.10258175863555330     
   1.5836696510624988E-002 ,   1.3877787807814457E-017 ,   2.2793830551348981E-002 ,  0.10184467830672370     
   1.6087194641639522E-002 ,   1.5612511283791264E-017 ,   2.1284531220450622E-002 ,  0.10116546244039168     
   1.6373068728548427E-002 ,   2.6020852139652106E-017 ,   1.9798852827104394E-002 ,  0.10053114691971686     
   1.6694843785953619E-002 ,  -1.7347234759768071E-018 ,   1.8343483643809763E-002 ,   9.9965071103862768E-002
   1.7050814721103993E-002 ,   1.2143064331837650E-017 ,   1.6925001067066688E-002 ,   9.9450671243945493E-002
   1.7437229617067666E-002 ,   1.5612511283791264E-017 ,   1.5549794480293819E-002 ,   9.8982370040097037E-002
   1.7848579647032233E-002 ,   1.7347234759768071E-017 ,   1.4224029906722091E-002 ,   9.8567158662230134E-002
   1.8277969262895592E-002 ,  -8.6736173798840355E-018 ,   1.2953646936080782E-002 ,   9.8204540748952504E-002
   1.8717536630680973E-002 ,   8.6736173798840355E-018 ,   1.1744373926691389E-002 ,   9.7919985600028250E-002
   1.9158893139933665E-002 ,  -2.7755575615628914E-017 ,   1.0601745510574748E-002 ,   9.7679144771486093E-002
   1.9593552129043335E-002 ,   2.4286128663675299E-017 ,   9.5311071339764779E-003 ,   9.7465426826906398E-002
   2.0013320512991588E-002 ,   1.5612511283791264E-017 ,   8.5375944899427018E-003 ,   9.7277255319350941E-002
   2.0410632374919687E-002 ,  -1.0408340855860843E-017 ,   7.6260806044960031E-003 ,   9.7122560823812348E-002
   2.0778810254020938E-002 ,   2.7755575615628914E-017 ,   6.8010891516850705E-003 ,   9.7009524681214168E-002
   2.1112247213323380E-002 ,   2.9490299091605721E-017 ,   6.0666783984351883E-003 ,   9.6944588823921207E-002
   2.1406510141638885E-002 ,  -1.5612511283791264E-017 ,   5.4263052744563996E-003 ,   9.6922604070717983E-002
   2.1658371450458971E-002 ,   2.4286128663675299E-017 ,   4.8826829069948934E-003 ,   9.6940174252355057E-002
   2.1865781697685528E-002 ,  -6.9388939039072284E-018 ,   4.4376472344891636E-003 ,   9.6999914767702811E-002
   2.2027799131010627E-002 ,   1.3877787807814457E-017 ,   4.0920488320538104E-003 ,   9.7090829829953013E-002
   2.2144493337327938E-002 ,   8.6736173798840355E-018 ,   3.8456847694136671E-003 ,   9.7209847961283555E-002
   2.2216839077404751E-002 ,   1.7347234759768071E-018 ,   3.6972822363862657E-003 ,   9.7342389407282653E-002
   2.2246613303394620E-002 ,  -6.9388939039072284E-018 ,   3.6445410481242449E-003 ,   9.7486424715011316E-002
   2.2236303932509065E-002 ,   1.7347234759768071E-018 ,   3.6842364136881064E-003 ,   9.7634722957723047E-002
   2.2189033998473939E-002 ,   3.4694469519536142E-018 ,   3.8123771183666746E-003 ,   9.7782629471906149E-002
   2.2108500169049257E-002 ,   2.6020852139652106E-017 ,   4.0244082473765985E-003 ,   9.7929362828965721E-002
   2.1998921028283235E-002 ,  -5.2041704279304213E-018 ,   4.3154425145229842E-003 ,   9.8068043313318962E-002
