 mean[omega_x],mean[omega_y],mean[omega_z],dU/dy
  -2.5997418244981640E-002 ,   1.8902369466543796E-025 ,   1.4103749196930573      ,  -1.4103749196930573     
  -2.6005507946147293E-002 ,  -9.4867690092481638E-019 ,   1.4103223963929139      ,  -1.4103223963929137     
  -2.6037365923904699E-002 ,  -3.5778671692021646E-018 ,   1.4096573786157074      ,  -1.4096573786157076     
  -2.6095832519038534E-002 ,   3.8489177123235407E-018 ,   1.4081738225163896      ,  -1.4081738225163889     
  -2.6184334526705533E-002 ,   1.6479873021779667E-017 ,   1.4054881331428724      ,  -1.4054881331428726     
  -2.6301631907305736E-002 ,  -5.3125906451789717E-018 ,   1.4013038052846261      ,  -1.4013038052846256     
  -2.6443270926573031E-002 ,   1.1058862159352145E-017 ,   1.3953212464996527      ,  -1.3953212464996532     
  -2.6601089043049350E-002 ,  -3.0791341698588326E-017 ,   1.3872822388570074      ,  -1.3872822388570074     
  -2.6764039737854579E-002 ,   1.7780915628762273E-017 ,   1.3769638277677010      ,  -1.3769638277677019     
  -2.6918839015555421E-002 ,   3.2526065174565133E-017 ,   1.3641891407912721      ,  -1.3641891407912721     
  -2.7050757955595691E-002 ,  -1.0191500421363742E-017 ,   1.3488312654249763      ,  -1.3488312654249752     
  -2.7144404231233665E-002 ,   2.2985086056692694E-017 ,   1.3308170755120932      ,  -1.3308170755120929     
  -2.7184385236777280E-002 ,   1.3010426069826053E-018 ,   1.3101296255773356      ,  -1.3101296255773360     
  -2.7155915452977131E-002 ,   2.7755575615628914E-017 ,   1.2868077867361696      ,  -1.2868077867361696     
  -2.7045234322554089E-002 ,  -8.6736173798840355E-018 ,   1.2609448564543941      ,  -1.2609448564543948     
  -2.6839928441845174E-002 ,  -2.8622937353617317E-017 ,   1.2326846480018208      ,  -1.2326846480018205     
  -2.6529087375217822E-002 ,  -1.9949319973733282E-017 ,   1.2022166778551513      ,  -1.2022166778551513     
  -2.6103382425821893E-002 ,   1.7347234759768071E-018 ,   1.1697696754936371      ,  -1.1697696754936382     
  -2.5555053321576874E-002 ,   2.2551405187698492E-017 ,   1.1356046165405222      ,  -1.1356046165405229     
  -2.4877876063654308E-002 ,  -6.9388939039072284E-018 ,   1.1000070084778739      ,  -1.1000070084778746     
  -2.4067119509336578E-002 ,  -3.2959746043559335E-017 ,   1.0632792291334996      ,  -1.0632792291335000     
  -2.3119535080767972E-002 ,   8.6736173798840355E-018 ,   1.0257328692586274      ,  -1.0257328692586278     
  -2.2033380427531179E-002 ,   6.9388939039072284E-018 ,  0.98768156391144002      , -0.98768156391143946     
  -2.0808487847566816E-002 ,  -4.5102810375396984E-017 ,  0.94943432408234363      , -0.94943432408234396     
  -1.9446361347401502E-002 ,  -3.5561831257524545E-017 ,  0.91128963092788795      , -0.91128963092788851     
  -1.7950288622112127E-002 ,  -3.5561831257524545E-017 ,  0.87353029888132672      , -0.87353029888132649     
  -1.6325442317917230E-002 ,   2.1684043449710089E-017 ,  0.83641922519845835      , -0.83641922519845846     
  -1.4578949376736716E-002 ,  -2.5153490401663703E-017 ,  0.80019600456140538      , -0.80019600456140527     
  -1.2719906540228709E-002 ,   2.0816681711721685E-017 ,  0.76507442868527309      , -0.76507442868527309     
  -1.0759327231058683E-002 ,  -3.4694469519536142E-018 ,  0.73124081055981205      , -0.73124081055981194     
  -8.7100091195716368E-003 ,   2.7755575615628914E-017 ,  0.69885308004111901      , -0.69885308004111901     
  -6.5863180191051019E-003 ,   0.0000000000000000      ,  0.66804054880535935      , -0.66804054880536001     
  -4.4038872006615850E-003 ,  -4.1633363423443370E-017 ,  0.63890423941085883      , -0.63890423941085905     
  -2.1792344511059446E-003 ,   5.8980598183211441E-017 ,  0.61151764949333987      , -0.61151764949333975     
   7.0699501021205882E-005 ,  -1.7347234759768071E-017 ,  0.58592782656778875      , -0.58592782656778875     
   2.3290862603572594E-003 ,   4.1633363423443370E-017 ,  0.56215663124051374      , -0.56215663124051352     
   4.5798125620239334E-003 ,   0.0000000000000000      ,  0.54020208884128373      , -0.54020208884128418     
   6.8081417960696097E-003 ,   3.4694469519536142E-018 ,  0.52003975601027941      , -0.52003975601027974     
   9.0014211581687636E-003 ,  -2.7755575615628914E-017 ,  0.50162406696900896      , -0.50162406696900907     
   1.1149814582333061E-002 ,  -1.0408340855860843E-017 ,  0.48488966318503207      , -0.48488966318503235     
   1.3247032476478789E-002 ,   6.9388939039072284E-018 ,  0.46975274884379775      , -0.46975274884379759     
   1.5291017975645967E-002 ,   2.4286128663675299E-017 ,  0.45611254377248744      , -0.45611254377248761     
   1.7284536980308830E-002 ,   2.0816681711721685E-017 ,  0.44385292167579060      , -0.44385292167579071     
   1.9235607244474338E-002 ,  -1.3877787807814457E-017 ,  0.43284431971767756      , -0.43284431971767778     
   2.1157692575002662E-002 ,  -1.0408340855860843E-017 ,  0.42294598588393051      , -0.42294598588393040     
   2.3069584608346058E-002 ,   1.5612511283791264E-017 ,  0.41400859538613177      , -0.41400859538613211     
   2.4994899697441161E-002 ,  -5.2041704279304213E-018 ,  0.40587722290051803      , -0.40587722290051803     
   2.6961134932854364E-002 ,  -1.7347234759768071E-018 ,  0.39839461112847829      , -0.39839461112847840     
   2.8998257140117518E-002 ,   1.2143064331837650E-017 ,  0.39140463605528658      , -0.39140463605528658     
   3.1136842084256336E-002 ,  -3.4694469519536142E-018 ,  0.38475584145069885      , -0.38475584145069902     
   3.3405835871206525E-002 ,  -1.0408340855860843E-017 ,  0.37830490292937957      , -0.37830490292937952     
